Row ID,Order ID,Order Date,Year,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Sales,Quantity,Discount,Profit,Product Name,Total Discount,Average Sales
1200,CA-2013-130946,41373,41373,41377,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10004995,Office Supplies,Binders,1088.792,4,0.8,-1850.9464,GBC DocuBind P400 Electric Binding System,,
1198,CA-2013-130946,41373,41373,41377,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Houston,Texas,77041,Central,TEC-AC-10001990,Technology,Accessories,431.928,9,0.2,64.7892,Kensington Orbit Wireless Mobile Trackball for PC and Mac,,
355,CA-2013-138520,41373,41373,41378,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035,East,FUR-BO-10002268,Furniture,Bookcases,388.704,6,0.2,-4.8588,Sauder Barrister Bookcases,,
6151,US-2013-106600,41373,41373,41376,First Class,RM-19375,Raymond Messe,Consumer,United States,Columbus,Georgia,31907,South,FUR-BO-10001608,Furniture,Bookcases,354.9,5,0,88.725,"Hon Metal Bookcases, Black",,
6719,CA-2013-134789,41373,41373,41380,Standard Class,CK-12325,Christine Kargatis,Home Office,United States,Hot Springs,Arkansas,71901,South,FUR-FU-10003268,Furniture,Furnishings,159.92,4,0,31.984,Eldon Radial Chair Mat for Low to Medium Pile Carpets,,
3674,CA-2013-104969,41373,41373,41379,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,Troy,Ohio,45373,East,OFF-BI-10004224,Office Supplies,Binders,121.104,6,0.7,-100.92,Catalog Binders with Expanding Posts,,
1199,CA-2013-130946,41373,41373,41377,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Houston,Texas,77041,Central,FUR-CH-10004540,Furniture,Chairs,95.984,4,0.3,-4.1136,Global Chrome Stack Chair,,
905,CA-2013-130477,41373,41373,41377,Standard Class,LC-17140,Logan Currie,Consumer,United States,Los Angeles,California,90032,West,OFF-ST-10002583,Office Supplies,Storage,64.96,2,0,2.5984,Fellowes Neat Ideas Storage Cubes,,
358,CA-2013-138520,41373,41373,41378,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035,East,OFF-PA-10002713,Office Supplies,Paper,34.4,5,0,15.824,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",,
6717,CA-2013-134789,41373,41373,41380,Standard Class,CK-12325,Christine Kargatis,Home Office,United States,Hot Springs,Arkansas,71901,South,OFF-FA-10002280,Office Supplies,Fasteners,30,6,0,14.4,Advantus Plastic Paper Clips,,
6718,CA-2013-134789,41373,41373,41380,Standard Class,CK-12325,Christine Kargatis,Home Office,United States,Hot Springs,Arkansas,71901,South,OFF-PA-10001934,Office Supplies,Paper,25.92,4,0,12.7008,Xerox 1993,,
4196,CA-2013-124233,41373,41373,41379,Standard Class,CK-12595,Clytie Kelty,Consumer,United States,Los Angeles,California,90032,West,FUR-FU-10002597,Furniture,Furnishings,24.7,5,0,10.374,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",,
904,CA-2013-130477,41373,41373,41377,Standard Class,LC-17140,Logan Currie,Consumer,United States,Los Angeles,California,90032,West,OFF-PA-10002947,Office Supplies,Paper,20.04,3,0,9.6192,Xerox 1923,,
5508,CA-2013-150000,41373,41373,41379,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,Smyrna,Georgia,30080,South,OFF-EN-10002973,Office Supplies,Envelopes,17.92,4,0,8.6016,Ampad #10 Peel & Seel Holiday Envelopes,,
357,CA-2013-138520,41373,41373,41378,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035,East,OFF-AR-10002399,Office Supplies,Art,17.04,4,0,6.9864,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",,
906,CA-2013-130477,41373,41373,41377,Standard Class,LC-17140,Logan Currie,Consumer,United States,Los Angeles,California,90032,West,OFF-PA-10000019,Office Supplies,Paper,12.96,2,0,6.2208,Xerox 1931,,
3673,CA-2013-104969,41373,41373,41379,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,Troy,Ohio,45373,East,OFF-EN-10002312,Office Supplies,Envelopes,8.872,1,0.2,3.2161,#10 Self-Seal White Envelopes,,
356,CA-2013-138520,41373,41373,41378,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035,East,OFF-EN-10001137,Office Supplies,Envelopes,8.26,2,0,3.7996,"#10 Gummed Flap White Envelopes, 100/Box",,
5400,CA-2013-117681,41374,41374,41379,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,Los Angeles,California,90004,West,FUR-BO-10001798,Furniture,Bookcases,556.665,5,0.15,6.549,Bush Somerset Collection Bookcase,,
3054,CA-2013-128517,41374,41374,41379,Second Class,SW-20350,Sean Wendt,Home Office,United States,Detroit,Michigan,48227,Central,TEC-PH-10002555,Technology,Phones,517.9,2,0,134.654,Nortel Meridian M5316 Digital phone,,
1560,CA-2013-126809,41374,41374,41378,Standard Class,EB-13750,Edward Becker,Corporate,United States,Seattle,Washington,98103,West,OFF-BI-10003712,Office Supplies,Binders,35.352,9,0.2,12.8151,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",,
3055,CA-2013-128517,41374,41374,41379,Second Class,SW-20350,Sean Wendt,Home Office,United States,Detroit,Michigan,48227,Central,OFF-BI-10000831,Office Supplies,Binders,5.28,2,0,2.4288,Storex Flexible Poly Binders with Double Pockets,,
6737,CA-2013-123358,41375,41375,41382,Standard Class,BT-11680,Brian Thompson,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10001932,Office Supplies,Storage,579.51,3,0,81.1314,Fellowes Staxonsteel Drawer Files,,
6738,CA-2013-123358,41375,41375,41382,Standard Class,BT-11680,Brian Thompson,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10000636,Office Supplies,Storage,150.66,9,0,6.0264,Rogers Profile Extra Capacity Storage Tub,,
6736,CA-2013-123358,41375,41375,41382,Standard Class,BT-11680,Brian Thompson,Consumer,United States,San Francisco,California,94122,West,OFF-AP-10004980,Office Supplies,Appliances,113.76,3,0,44.3664,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,,
6739,CA-2013-123358,41375,41375,41382,Standard Class,BT-11680,Brian Thompson,Consumer,United States,San Francisco,California,94122,West,OFF-BI-10000069,Office Supplies,Binders,48.032,4,0.2,15.6104,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",,
4501,CA-2013-124814,41375,41375,41381,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Bakersfield,California,93309,West,OFF-BI-10000174,Office Supplies,Binders,23.2,5,0.2,8.12,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",,
7474,CA-2013-109652,41375,41375,41380,Standard Class,QJ-19255,Quincy Jones,Corporate,United States,Chicago,Illinois,60653,Central,OFF-AR-10000034,Office Supplies,Art,13.568,4,0.2,3.2224,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",,
4500,CA-2013-124814,41375,41375,41381,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Bakersfield,California,93309,West,OFF-PA-10002787,Office Supplies,Paper,12.96,2,0,6.2208,Xerox 227,,
900,US-2013-114622,41375,41375,41377,First Class,JR-16210,Justin Ritter,Corporate,United States,Springfield,Ohio,45503,East,OFF-BI-10004716,Office Supplies,Binders,8.904,2,0.7,-6.5296,Wilson Jones Hanging Recycled Pressboard Data Binders,,
5775,CA-2013-142398,41377,41377,41381,Standard Class,BP-11290,Beth Paige,Consumer,United States,Los Angeles,California,90036,West,FUR-CH-10001545,Furniture,Chairs,638.288,7,0.2,-31.9144,Hon Comfortask Task/Swivel Chairs,,
1130,CA-2013-112102,41377,41377,41381,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Springfield,Virginia,22153,South,FUR-TA-10004086,Furniture,Tables,343.92,4,0,75.6624,KI Adjustable-Height Table,,
7362,CA-2013-163594,41377,41377,41379,First Class,JF-15295,Jason Fortune-,Consumer,United States,Los Angeles,California,90036,West,FUR-CH-10000225,Furniture,Chairs,194.352,3,0.2,-36.441,"Global Geo Office Task Chair, Gray",,
9135,CA-2013-124254,41377,41377,41382,Standard Class,TB-21175,Thomas Boland,Corporate,United States,Wilson,North Carolina,27893,South,OFF-ST-10001469,Office Supplies,Storage,129.552,3,0.2,-22.6716,Fellowes Bankers Box Recycled Super Stor/Drawer,,
1132,CA-2013-112102,41377,41377,41381,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Springfield,Virginia,22153,South,OFF-EN-10002500,Office Supplies,Envelopes,63.9,5,0,28.755,Globe Weis Peel & Seel First Class Envelopes,,
9136,CA-2013-124254,41377,41377,41382,Standard Class,TB-21175,Thomas Boland,Corporate,United States,Wilson,North Carolina,27893,South,OFF-ST-10000060,Office Supplies,Storage,51.984,1,0.2,-5.1984,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,,
1131,CA-2013-112102,41377,41377,41381,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Springfield,Virginia,22153,South,OFF-PA-10000100,Office Supplies,Paper,40.99,1,0,20.0851,Xerox 1945,,
7363,CA-2013-163594,41377,41377,41379,First Class,JF-15295,Jason Fortune-,Consumer,United States,Los Angeles,California,90036,West,OFF-BI-10003707,Office Supplies,Binders,36.624,3,0.2,13.734,Aluminum Screw Posts,,
7361,CA-2013-163594,41377,41377,41379,First Class,JF-15295,Jason Fortune-,Consumer,United States,Los Angeles,California,90036,West,OFF-PA-10000809,Office Supplies,Paper,19.44,3,0,9.3312,Xerox 206,,
5776,CA-2013-142398,41377,41377,41381,Standard Class,BP-11290,Beth Paige,Consumer,United States,Los Angeles,California,90036,West,OFF-BI-10004826,Office Supplies,Binders,13.208,1,0.2,4.6228,JM Magazine Binder,,
9137,CA-2013-124254,41377,41377,41382,Standard Class,TB-21175,Thomas Boland,Corporate,United States,Wilson,North Carolina,27893,South,OFF-PA-10000807,Office Supplies,Paper,10.272,3,0.2,3.4668,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",,
7775,CA-2013-152800,41378,41378,41380,First Class,SP-20920,Susan Pistek,Consumer,United States,San Francisco,California,94109,West,OFF-EN-10001509,Office Supplies,Envelopes,6.12,3,0,2.8764,Poly String Tie Envelopes,,
1980,CA-2013-112669,41379,41379,41379,Same Day,KT-16465,Kean Takahito,Consumer,United States,Glendale,Arizona,85301,West,FUR-CH-10004086,Furniture,Chairs,933.536,4,0.2,105.0228,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,,
418,CA-2013-148796,41379,41379,41383,Standard Class,PB-19150,Philip Brown,Consumer,United States,Los Angeles,California,90004,West,FUR-CH-10004886,Furniture,Chairs,383.8,5,0.2,38.38,Bevis Steel Folding Chairs,,
2723,CA-2013-164735,41379,41379,41384,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Alexandria,Virginia,22304,South,OFF-ST-10001558,Office Supplies,Storage,81.2,5,0,12.18,Acco Perma 4000 Stacking Storage Drawers,,
1981,CA-2013-112669,41379,41379,41379,Same Day,KT-16465,Kean Takahito,Consumer,United States,Glendale,Arizona,85301,West,OFF-ST-10001228,Office Supplies,Storage,42.976,4,0.2,4.2976,"Fellowes Personal Hanging Folder Files, Navy",,
5890,CA-2013-166625,41379,41379,41382,First Class,JM-15580,Jill Matthias,Consumer,United States,Baltimore,Maryland,21215,East,OFF-BI-10002414,Office Supplies,Binders,25.06,2,0,11.7782,GBC ProClick Spines for 32-Hole Punch,,
552,CA-2013-136406,41380,41380,41382,Second Class,BD-11320,Bill Donatelli,Consumer,United States,San Francisco,California,94110,West,FUR-CH-10002024,Furniture,Chairs,1121.568,2,0.2,0,HON 5400 Series Task Chairs for Big and Tall,,
431,US-2013-123750,41380,41380,41386,Standard Class,RB-19795,Ross Baird,Home Office,United States,Gastonia,North Carolina,28052,South,TEC-AC-10004659,Technology,Accessories,408.744,7,0.2,76.6395,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,,
432,US-2013-123750,41380,41380,41386,Standard Class,RB-19795,Ross Baird,Home Office,United States,Gastonia,North Carolina,28052,South,TEC-AC-10004659,Technology,Accessories,291.96,5,0.2,54.7425,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,,
430,US-2013-123750,41380,41380,41386,Standard Class,RB-19795,Ross Baird,Home Office,United States,Gastonia,North Carolina,28052,South,OFF-BI-10004584,Office Supplies,Binders,189.588,2,0.7,-145.3508,GBC ProClick 150 Presentation Binding System,,
2253,CA-2013-117849,41380,41380,41382,Second Class,JK-16120,Julie Kriz,Home Office,United States,San Diego,California,92105,West,OFF-PA-10004327,Office Supplies,Paper,143.7,3,0,68.976,Xerox 1911,,
1591,US-2013-132423,41380,41380,41384,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Grapevine,Texas,76051,Central,OFF-AR-10001221,Office Supplies,Art,33.488,7,0.2,5.8604,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",,
1592,US-2013-132423,41380,41380,41384,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Grapevine,Texas,76051,Central,OFF-FA-10002988,Office Supplies,Fasteners,8.04,5,0.2,2.9145,Ideal Clamps,,
433,US-2013-123750,41380,41380,41386,Standard Class,RB-19795,Ross Baird,Home Office,United States,Gastonia,North Carolina,28052,South,OFF-ST-10000617,Office Supplies,Storage,4.768,2,0.2,-0.7748,Woodgrain Magazine Files by Perma,,
4278,US-2013-107440,41381,41381,41385,Standard Class,BS-11365,Bill Shonely,Corporate,United States,Lakewood,New Jersey,8701,East,TEC-MA-10001047,Technology,Machines,9099.93,7,0,2365.9818,"3D Systems Cube Printer, 2nd Generation, Magenta",,
7131,CA-2013-166282,41381,41381,41387,Standard Class,PK-19075,Pete Kriz,Consumer,United States,Nashville,Tennessee,37211,South,OFF-PA-10003022,Office Supplies,Paper,123.088,7,0.2,40.0036,Standard Line “While You Were Out” Hardbound Telephone Message Book,,
7130,CA-2013-166282,41381,41381,41387,Standard Class,PK-19075,Pete Kriz,Consumer,United States,Nashville,Tennessee,37211,South,TEC-AC-10004209,Technology,Accessories,35.168,4,0.2,8.3524,Memorex Froggy Flash Drive 4 GB,,
6919,CA-2013-105473,41381,41381,41383,Second Class,BM-11785,Bryan Mills,Consumer,United States,Seattle,Washington,98115,West,OFF-SU-10003567,Office Supplies,Supplies,28.8,3,0,0.864,Stiletto Hand Letter Openers,,
4280,US-2013-107440,41381,41381,41385,Standard Class,BS-11365,Bill Shonely,Corporate,United States,Lakewood,New Jersey,8701,East,OFF-BI-10002432,Office Supplies,Binders,25.3,5,0,11.891,Wilson Jones Standard D-Ring Binders,,
4160,US-2013-164588,41381,41381,41388,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Columbus,Georgia,31907,South,OFF-AR-10003056,Office Supplies,Art,12.84,3,0,3.7236,Newell 341,,
4279,US-2013-107440,41381,41381,41385,Standard Class,BS-11365,Bill Shonely,Corporate,United States,Lakewood,New Jersey,8701,East,FUR-FU-10000550,Furniture,Furnishings,9.96,2,0,3.2868,Stacking Trays by OIC,,
3986,CA-2013-108735,41382,41382,41386,Standard Class,JM-15535,Jessica Myrick,Consumer,United States,Lakewood,California,90712,West,FUR-BO-10003441,Furniture,Bookcases,257.499,3,0.15,24.2352,"Bush Westfield Collection Bookcases, Fully Assembled",,
3989,US-2013-159415,41382,41382,41387,Standard Class,CS-12175,Charles Sheldon,Corporate,United States,Columbia,Tennessee,38401,South,FUR-FU-10003798,Furniture,Furnishings,79.12,5,0.2,13.846,"Ultra Door Kickplate, 8""H x 34""W",,
2644,CA-2013-149111,41382,41382,41386,Second Class,BF-11170,Ben Ferrer,Home Office,United States,Raleigh,North Carolina,27604,South,TEC-PH-10003092,Technology,Phones,36.792,1,0.2,4.1391,Motorola L804,,
3790,US-2013-133508,41382,41382,41386,Standard Class,SW-20350,Sean Wendt,Home Office,United States,Omaha,Nebraska,68104,Central,OFF-FA-10000134,Office Supplies,Fasteners,29.05,5,0,9.0055,"Advantus Push Pins, Aluminum Head",,
2645,CA-2013-149111,41382,41382,41386,Second Class,BF-11170,Ben Ferrer,Home Office,United States,Raleigh,North Carolina,27604,South,FUR-FU-10000206,Furniture,Furnishings,18.624,8,0.2,6.2856,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",,
8454,CA-2013-125087,41383,41383,41388,Standard Class,TH-21115,Thea Hudgings,Corporate,United States,Houston,Texas,77070,Central,OFF-ST-10001780,Office Supplies,Storage,1554.936,3,0.2,77.7468,Tennsco 16-Compartment Lockers with Coat Rack,,
8453,CA-2013-125087,41383,41383,41388,Standard Class,TH-21115,Thea Hudgings,Corporate,United States,Houston,Texas,77070,Central,FUR-CH-10002880,Furniture,Chairs,344.372,4,0.3,-93.4724,"Global High-Back Leather Tilter, Burgundy",,
2422,CA-2013-155551,41383,41383,41388,Standard Class,CR-12580,Clay Rozendal,Home Office,United States,Elmhurst,Illinois,60126,Central,OFF-ST-10003656,Office Supplies,Storage,230.376,3,0.2,-48.9549,Safco Industrial Wire Shelving,,
7780,CA-2013-139381,41383,41383,41387,Standard Class,RF-19840,Roy Französisch,Consumer,United States,Chesapeake,Virginia,23320,South,OFF-AP-10001271,Office Supplies,Appliances,203.92,4,0,55.0584,Eureka The Boss Cordless Rechargeable Stick Vac,,
8455,CA-2013-125087,41383,41383,41388,Standard Class,TH-21115,Thea Hudgings,Corporate,United States,Houston,Texas,77070,Central,FUR-FU-10004748,Furniture,Furnishings,127.88,5,0.6,-67.137,"Howard Miller 16"" Diameter Gallery Wall Clock",,
7781,CA-2013-139381,41383,41383,41387,Standard Class,RF-19840,Roy Französisch,Consumer,United States,Chesapeake,Virginia,23320,South,TEC-PH-10004924,Technology,Phones,29.56,4,0,7.9812,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",,
2423,CA-2013-155551,41383,41383,41388,Standard Class,CR-12580,Clay Rozendal,Home Office,United States,Elmhurst,Illinois,60126,Central,OFF-PA-10001560,Office Supplies,Paper,9.664,2,0.2,3.2616,"Adams Telephone Message Books, 5 1/4” x 11”",,
9678,CA-2013-144785,41383,41383,41388,Standard Class,CS-12490,Cindy Schnelling,Corporate,United States,New York City,New York,10009,East,OFF-AR-10001573,Office Supplies,Art,6.99,3,0,2.0271,American Pencil,,
9679,CA-2013-144785,41383,41383,41388,Standard Class,CS-12490,Cindy Schnelling,Corporate,United States,New York City,New York,10009,East,OFF-SU-10004290,Office Supplies,Supplies,6.84,1,0,1.8468,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",,
7110,CA-2013-109666,41384,41384,41391,Standard Class,KM-16720,Kunst Miller,Consumer,United States,New York City,New York,10035,East,OFF-ST-10000991,Office Supplies,Storage,459.88,4,0,13.7964,Space Solutions HD Industrial Steel Shelving.,,
1404,US-2013-161396,41384,41384,41390,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,Columbus,Ohio,43229,East,OFF-PA-10000418,Office Supplies,Paper,419.4,5,0.2,146.79,Xerox 189,,
1403,US-2013-161396,41384,41384,41390,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,Columbus,Ohio,43229,East,FUR-TA-10002622,Furniture,Tables,205.176,2,0.4,-58.1332,"Bush Andora Conference Table, Maple/Graphite Gray Finish",,
1607,US-2013-115819,41384,41384,41389,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,90049,West,OFF-AR-10004456,Office Supplies,Art,73.2,5,0,21.228,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,,
7112,CA-2013-109666,41384,41384,41391,Standard Class,KM-16720,Kunst Miller,Consumer,United States,New York City,New York,10035,East,OFF-AR-10004022,Office Supplies,Art,71.96,2,0,17.99,Panasonic KP-380BK Classic Electric Pencil Sharpener,,
7113,CA-2013-109666,41384,41384,41391,Standard Class,KM-16720,Kunst Miller,Consumer,United States,New York City,New York,10035,East,OFF-SU-10001218,Office Supplies,Supplies,54.9,5,0,15.372,Fiskars Softgrip Scissors,,
1605,US-2013-115819,41384,41384,41389,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,90049,West,TEC-PH-10004700,Technology,Phones,39.96,5,0.2,12.987,PowerGen Dual USB Car Charger,,
7108,CA-2013-109666,41384,41384,41391,Standard Class,KM-16720,Kunst Miller,Consumer,United States,New York City,New York,10035,East,TEC-PH-10004774,Technology,Phones,25.98,2,0,0.7794,Gear Head AU3700S Headset,,
1609,US-2013-115819,41384,41384,41389,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,90049,West,OFF-PA-10002377,Office Supplies,Paper,22.72,4,0,10.224,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",,
1610,US-2013-115819,41384,41384,41389,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10000591,Office Supplies,Binders,9.336,3,0.2,3.2676,Avery Binder Labels,,
7114,CA-2013-109666,41384,41384,41391,Standard Class,KM-16720,Kunst Miller,Consumer,United States,New York City,New York,10035,East,OFF-BI-10000174,Office Supplies,Binders,9.28,2,0.2,3.248,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",,
7111,CA-2013-109666,41384,41384,41391,Standard Class,KM-16720,Kunst Miller,Consumer,United States,New York City,New York,10035,East,OFF-SU-10002522,Office Supplies,Supplies,7.76,2,0,2.2504,Acme Kleen Earth Office Shears,,
1608,US-2013-115819,41384,41384,41389,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10000050,Office Supplies,Binders,5.84,1,0.2,1.971,"Angle-D Binders with Locking Rings, Label Holders",,
1606,US-2013-115819,41384,41384,41389,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,90049,West,OFF-AR-10000823,Office Supplies,Art,5.46,3,0,1.5288,Newell 307,,
7109,CA-2013-109666,41384,41384,41391,Standard Class,KM-16720,Kunst Miller,Consumer,United States,New York City,New York,10035,East,OFF-AR-10004582,Office Supplies,Art,3.28,2,0,1.476,BIC Brite Liner Grip Highlighters,,
1271,US-2013-103646,41386,41386,41391,Standard Class,SP-20545,Sibella Parks,Corporate,United States,Chicago,Illinois,60623,Central,OFF-ST-10000563,Office Supplies,Storage,102.336,4,0.2,-12.792,Fellowes Bankers Box Stor/Drawer Steel Plus,,
9207,CA-2013-146423,41386,41386,41386,Same Day,BT-11680,Brian Thompson,Consumer,United States,Milford,Connecticut,6460,East,OFF-PA-10003797,Office Supplies,Paper,51.84,8,0,24.8832,Xerox 209,,
1272,US-2013-103646,41386,41386,41391,Standard Class,SP-20545,Sibella Parks,Corporate,United States,Chicago,Illinois,60623,Central,OFF-AP-10004487,Office Supplies,Appliances,48.792,3,0.8,-126.8592,Kensington 4 Outlet MasterPiece Compact Power Control Center,,
1273,US-2013-103646,41386,41386,41391,Standard Class,SP-20545,Sibella Parks,Corporate,United States,Chicago,Illinois,60623,Central,OFF-BI-10002854,Office Supplies,Binders,44.848,8,0.8,-67.272,"Performers Binder/Pad Holder, Black",,
9206,CA-2013-146423,41386,41386,41386,Same Day,BT-11680,Brian Thompson,Consumer,United States,Milford,Connecticut,6460,East,OFF-AR-10004817,Office Supplies,Art,15.48,3,0,4.4892,Colorific Watercolor Pencils,,
7986,CA-2013-151498,41386,41386,41389,First Class,DN-13690,Duane Noonan,Consumer,United States,Seattle,Washington,98115,West,OFF-BI-10004967,Office Supplies,Binders,8.32,5,0.2,2.808,Round Ring Binders,,
464,CA-2013-109869,41387,41387,41394,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023,West,FUR-TA-10001889,Furniture,Tables,1272.63,6,0.5,-814.4832,Bush Advantage Collection Racetrack Conference Table,,
466,CA-2013-109869,41387,41387,41394,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023,West,OFF-SU-10003505,Office Supplies,Supplies,185.376,2,0.2,-34.758,Premier Electric Letter Opener,,
1037,CA-2013-113061,41387,41387,41391,Standard Class,EL-13735,Ed Ludwig,Home Office,United States,Jefferson City,Missouri,65109,Central,FUR-FU-10003975,Furniture,Furnishings,86.62,2,0,8.662,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,,
467,CA-2013-109869,41387,41387,41394,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023,West,OFF-AP-10002578,Office Supplies,Appliances,78.272,2,0.2,5.8704,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",,
9503,CA-2013-101329,41387,41387,41394,Standard Class,MM-17920,Michael Moore,Consumer,United States,Rome,New York,13440,East,OFF-AR-10000614,Office Supplies,Art,32.13,9,0,8.3538,Barrel Sharpener,,
1886,CA-2013-147578,41387,41387,41391,Second Class,PG-18895,Paul Gonzalez,Consumer,United States,San Francisco,California,94122,West,FUR-FU-10001889,Furniture,Furnishings,31.56,3,0,10.4148,Ultra Door Pull Handle,,
465,CA-2013-109869,41387,41387,41394,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023,West,OFF-BI-10000315,Office Supplies,Binders,28.485,5,0.7,-20.889,Poly Designer Cover & Back,,
1577,CA-2013-109057,41387,41387,41392,Standard Class,TT-21460,Tonja Turnell,Home Office,United States,Aurora,Illinois,60505,Central,OFF-ST-10002406,Office Supplies,Storage,23.952,2,0.2,2.3952,Pizazz Global Quick File,,
463,CA-2013-109869,41387,41387,41394,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023,West,FUR-FU-10000023,Furniture,Furnishings,23.56,5,0.2,7.068,Eldon Wave Desk Accessories,,
9504,CA-2013-101329,41387,41387,41394,Standard Class,MM-17920,Michael Moore,Consumer,United States,Rome,New York,13440,East,OFF-AR-10003190,Office Supplies,Art,2.88,1,0,0.8064,Newell 32,,
324,CA-2013-162138,41388,41388,41392,Standard Class,GK-14620,Grace Kelly,Corporate,United States,Hesperia,California,92345,West,OFF-BI-10004593,Office Supplies,Binders,251.52,6,0.2,81.744,Ibico Laser Imprintable Binding System Covers,,
2829,CA-2013-124149,41388,41388,41391,First Class,MJ-17740,Max Jones,Consumer,United States,Lancaster,Ohio,43130,East,OFF-PA-10002421,Office Supplies,Paper,108.336,6,0.2,37.9176,Embossed Ink Jet Note Cards,,
325,CA-2013-162138,41388,41388,41392,Standard Class,GK-14620,Grace Kelly,Corporate,United States,Hesperia,California,92345,West,TEC-AC-10001908,Technology,Accessories,99.99,1,0,34.9965,Logitech Wireless Headset h800,,
2831,CA-2013-124149,41388,41388,41391,First Class,MJ-17740,Max Jones,Consumer,United States,Lancaster,Ohio,43130,East,OFF-PA-10002923,Office Supplies,Paper,78.304,2,0.2,29.364,Xerox 1942,,
9669,CA-2013-126270,41388,41388,41392,Standard Class,AF-10870,Art Ferguson,Consumer,United States,San Clemente,California,92672,West,OFF-EN-10004386,Office Supplies,Envelopes,71.97,3,0,35.985,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",,
2830,CA-2013-124149,41388,41388,41391,First Class,MJ-17740,Max Jones,Consumer,United States,Lancaster,Ohio,43130,East,OFF-ST-10000760,Office Supplies,Storage,55.92,5,0.2,6.291,Eldon Fold 'N Roll Cart System,,
